isolation_anomaly_score,is_anomaly
0.4263650416891219,0
0.35516244482240944,0
0.3542311330627524,0
0.3924694516183072,0
0.376700142984311,0
0.33950140837584564,0
0.3797968364165209,0
0.494834445382698,0
0.34661089586981025,0
0.3626781402393749,0
0.4030626281697007,0
0.345791177422828,0
0.434158204960407,0
0.3340839283152426,0
0.33657603183425266,0
0.3401863059019561,0
0.3726273674128868,0
0.36352637730175547,0
0.3483029009219793,0
0.38328437144597094,0
0.36058914054873875,0
0.35770871028505247,0
0.3451679677242516,0
0.3566728795079963,0
0.3674039932344182,0
0.3734352523810134,0
0.36330618521247277,0
0.37606088446054875,0
0.3850088729044572,0
0.4728075431860711,0
0.4064508122566411,0
0.352410551897357,0
0.34469673232703074,0
0.37866819121830486,0
0.3420426216410927,0
0.3594506502242074,0
0.33919035771982303,0
0.3944018262943933,0
0.3474080682145275,0
0.4834722934358538,0
0.38142346769479224,0
0.4953775680690309,0
0.3725021800973377,0
0.3681018340462992,0
0.35356192348306953,0
0.46769190469532806,0
0.37596798799498876,0
0.3542260956431292,0
0.4069376285079184,0
0.4236484715425093,0
0.3403200689390843,0
0.4626918617802267,0
0.4854873094242798,0
0.38141137440236755,0
0.36053328526253126,0
0.3992610078619985,0
0.3588571713432851,0
0.525398813573493,1
0.46231609464400797,0
0.4198816079493474,0
0.43942556290910817,0
0.43987043487477034,0
0.37438382160435635,0
0.42470147963868216,0
0.3755220349070984,0
0.4181130393043211,0
0.3377478787729274,0
0.37724294527634816,0
0.4406469182311134,0
0.35197422211263085,0
0.4693051436028512,0
0.37200636864801456,0
0.3450180225920513,0
0.3393661211269639,0
0.3852724184693914,0
0.3620699430361915,0
0.3537222389280534,0
0.35460105753883103,0
0.34762784658373075,0
0.3526290086676481,0
0.37120558314389174,0
0.3641325338492122,0
0.41760680681064893,0
0.3511835614617884,0
0.399392964378537,0
0.4157552567008844,0
0.35815338658014145,0
0.3687686175599817,0
0.34990576817100405,0
0.35979143013902193,0
0.45182221997700384,0
0.36560880982249316,0
0.5020992489180081,0
0.3624744638517273,0
0.3350578424780093,0
0.40837652286578785,0
0.43427252352320317,0
0.372035000781237,0
0.3690936919142206,0
0.5266398406225636,1
0.3421392142749207,0
0.4069691061116607,0
0.34087158638214626,0
0.357963115312914,0
0.3464667099191269,0
0.34429825408278325,0
0.37742303218945916,0
0.3475210767323654,0
0.42468067047259184,0
0.34416245813390406,0
0.3824802649693985,0
0.38823553931747434,0
0.3609536011116555,0
0.40442293899849296,0
0.44186451120279163,0
0.41234394066607,0
0.3330978783864686,0
0.3614523113842317,0
0.38921891350535937,0
0.35177291677030176,0
0.38152770574643513,0
0.37884751845456255,0
0.44633972960490154,0
0.4283120715321735,0
0.4257501776845171,0
0.4254585266835127,0
0.397103868257455,0
0.3493844764220182,0
0.3589745843611122,0
0.35438076451127604,0
0.40283923841820096,0
0.3443422718054066,0
0.34452033633024187,0
0.4445746476184939,0
0.34464260211148,0
0.3564117030281711,0
0.40753277261764614,0
0.40028495708025996,0
0.42529175918107137,0
0.3885977557044161,0
0.41274760548499584,0
0.3927587985284545,0
0.35968562944333893,0
0.41306282686615753,0
0.36148951802431106,0
0.3760066037983491,0
0.3728398271979722,0
0.3740460556908721,0
0.34980322017611043,0
0.34866902431118274,0
0.4318941186049188,0
0.36823780058664596,0
0.4211325989517447,0
0.45448694239752324,0
0.4202222535181363,0
0.35613125716541216,0
0.35584236748487574,0
0.34804879886813667,0
0.38980115579506414,0
0.34090528240954365,0
0.3513682273007511,0
0.37385104877184056,0
0.45000287576048265,0
0.3472221488610187,0
0.3393804286134571,0
0.3710839399921254,0
0.33411774868669875,0
0.34232343870114856,0
0.3579015948861796,0
0.49325290613442674,0
0.3896943063628732,0
0.3578699438441959,0
0.3523338250049705,0
0.3839592563760705,0
0.5048844697054932,1
0.37962399606157393,0
0.3380173598385124,0
0.33261558189723056,0
0.4100506137463651,0
0.3358187438213214,0
0.4424533889943942,0
0.3528587839591307,0
0.41088911291330416,0
0.3492136645874668,0
0.4831938719701501,0
0.36304300327162486,0
0.338630607716128,0
0.3684267755059363,0
0.3543516313695007,0
0.36437959495607025,0
0.3361089504466875,0
0.4904392522594903,0
0.5289598244440484,1
0.40893054003070795,0
0.37272233652300896,0
0.4626110775853394,0
0.38264968029720225,0
0.3403353746276952,0
0.4207279006142371,0
0.3378784104550177,0
0.3377776408556492,0
0.340479785811237,0
0.3659509505114512,0
0.38235481504163693,0
0.3602971091705076,0
0.38943368862225575,0
0.36086897817099683,0
0.3731165882028876,0
0.3697069531665442,0
0.44299734498496507,0
0.3509557570140489,0
0.35466847010312613,0
0.3981253086729454,0
0.3776835791643262,0
0.38491166182147096,0
0.355917762672407,0
0.33585748126279097,0
0.40282195832200407,0
0.3475515334512301,0
0.3348945648237537,0
0.3744785531350912,0
0.34831317715250665,0
0.40699425877976303,0
0.38942127857392916,0
0.3956457591557103,0
0.4744391945891114,0
0.4022577795935314,0
0.36636964874014327,0
0.3522793559842784,0
0.35153742481166794,0
0.3721855615058007,0
0.3406406782711137,0
0.3642789171261655,0
0.33883600910621475,0
0.33745440805046584,0
0.3501132470216491,0
0.44831691741849733,0
0.4033550091477658,0
0.38744940536083616,0
0.35732713127087173,0
0.3403623835932956,0
0.3703328675451389,0
0.34718996669270996,0
0.3486086305901283,0
0.37772103712308985,0
0.3709767703185845,0
0.3690083028948126,0
0.40291412263991705,0
0.366472393138594,0
0.4302680635939525,0
0.40731882810877973,0
0.4599782390451018,0
0.3619224239244412,0
0.376291573587805,0
0.3569275246026798,0
0.4158304582145016,0
0.40949198067252046,0
0.3620371415920738,0
0.34272455102201504,0
0.362887910946894,0
0.34256543806580275,0
0.45183049600122527,0
0.3746870856577485,0
0.3380930379186496,0
0.35626639905320234,0
0.41546433789767706,0
0.4125838439935377,0
0.44127792958867973,0
0.41905734217195734,0
0.3441157425399553,0
0.3695685532295737,0
0.36666886806892235,0
0.37547460014714945,0
0.35597158476478813,0
0.3894372507267594,0
0.3679904239097821,0
0.440330227057082,0
0.4690244437801514,0
0.3370394191111393,0
0.3370455928192236,0
0.3672637334844751,0
0.3347997944231817,0
0.3601757330659727,0
0.33940792590932745,0
0.39070573613343074,0
0.4074124053399076,0
0.48582071624608747,0
0.36278607361394377,0
0.3621785634638069,0
0.37195199354398784,0
0.45756419591020464,0
0.3674535280218499,0
0.3656200319292227,0
0.3454428798390647,0
0.40668560671439696,0
0.44626270483602337,0
0.38320573680005393,0
0.4497982669015287,0
0.39292701184751644,0
0.3729696401205495,0
0.37449365650710864,0
0.37502902064507737,0
0.35806043126453874,0
0.35151164562832127,0
0.3664953666857585,0
0.38980130027326565,0
0.3671595005338322,0
0.3966017360537039,0
0.5054789519823526,1
0.3491486645203991,0
0.46052284510281327,0
0.4235826264890028,0
0.47585777435930465,0
0.4126652879104814,0
0.4141954873088865,0
0.35249815132190865,0
0.4171586128779908,0
0.38447303756995344,0
0.33657959063653436,0
0.39764963681472276,0
0.34094702019256956,0
0.40697368300582076,0
0.3385903402466805,0
0.43277789019205337,0
0.3370017445421838,0
0.36949015509161254,0
0.350017918914082,0
0.36561399076349177,0
0.40112914024761137,0
0.3359767924623536,0
0.34898525243433776,0
0.3868529308939855,0
0.3398472000955017,0
0.42536390325889156,0
0.34263104645157305,0
0.4174088147211436,0
0.3374250902746959,0
0.41403365644654994,0
0.3386454275689553,0
0.3454165728641971,0
0.34089065280859193,0
0.35257579066857064,0
0.3893012368817841,0
0.4815253740831479,0
0.34722125152597105,0
0.34002909998572156,0
0.36864759346840154,0
0.3861604956067217,0
0.4526698574697015,0
0.3666545342646164,0
0.509354277228989,1
0.3660467177992693,0
0.3494537851896356,0
0.3628568399963901,0
0.34264947399035445,0
0.34386356055280004,0
0.37783107649596076,0
0.4031162046412489,0
0.36124787655283846,0
0.4142702134553007,0
0.34589006028766667,0
0.36073182332791887,0
0.3728170259221786,0
0.36970432053957647,0
0.3453833702233816,0
0.39949309460957805,0
0.39421573421199463,0
0.5180374307387782,1
0.36562205602349224,0
0.4365356542793484,0
0.4766692063125846,0
0.3987345088917877,0
0.4125281458109794,0
0.3551651460695055,0
0.425791643189435,0
0.44356739829966574,0
0.33157225604693163,0
0.35887784727520755,0
0.3771462680436037,0
0.4076745376393902,0
0.3652141581208968,0
0.348647381252804,0
0.4003572583537837,0
0.37689265792064175,0
0.4617070751752737,0
0.4331781555270831,0
0.38837007844966287,0
0.47835742528665165,0
0.4198715812370018,0
0.33685605372352256,0
0.46374989093682867,0
0.3497079109367071,0
0.33666084135959645,0
0.3376778772143962,0
0.3459562037128297,0
0.41684228898245335,0
0.3772059797059367,0
0.34294030428926836,0
0.3453958071334952,0
0.3611219047607677,0
0.44133215724006186,0
0.3423113988364151,0
0.3527392278539544,0
0.48226258415385054,0
0.38827772573331343,0
0.5706009854031829,1
0.44512030642474576,0
0.4585913550113531,0
0.3942032001675572,0
0.37320329951938946,0
0.35271934610886296,0
0.33483126534267765,0
0.5362586209577539,1
0.37642916757521316,0
0.42495927097890257,0
0.3350853771508937,0
0.34268899702496974,0
0.38568714208964344,0
0.4225501226145856,0
0.3532525279588482,0
0.4074751492260007,0
0.34056831931210396,0
0.4244117949216473,0
0.3589496783574227,0
0.4981294241757618,0
0.3520207486302576,0
0.33579426615181385,0
0.3512249562449398,0
0.4916156599727256,0
0.37669620638173695,0
0.34693250534285247,0
0.3402198478253646,0
0.34746008625879526,0
0.4412526429476864,0
0.36085095048755284,0
0.3639811004253865,0
0.3668376109169151,0
0.41225722633840295,0
0.42824755063515846,0
0.4005968205309451,0
0.3670521430078742,0
0.3333173954013491,0
0.41277625987919486,0
0.354372667854727,0
0.35157780748821416,0
0.3608604508616621,0
0.3275936218231111,0
0.49938353682995534,0
0.39250214007822964,0
0.35607296276970024,0
0.37260624373349566,0
0.434309094284799,0
0.4200022148945187,0
0.4792473822556869,0
0.34875661570335276,0
0.49396199231622895,0
0.3501149507177271,0
0.47729813492377615,0
0.3548713477064406,0
0.36843258034308385,0
0.3504892916798512,0
0.4616805132321412,0
0.3489108455679417,0
0.394206715108735,0
0.417322274772765,0
0.34859815050113707,0
0.4225487394519443,0
0.3432834453355656,0
0.47181876848084564,0
0.3520342280462456,0
0.41723130942454756,0
0.3654938291312219,0
0.3358094275749187,0
0.39345573448783533,0
0.3555374067237338,0
0.42837270815817974,0
0.3908239250302045,0
0.45967841358885514,0
0.3400305246655105,0
0.3639930289292187,0
0.4097439298976025,0
0.35433073330623543,0
0.4042876640139022,0
0.4602765952654729,0
0.39388425747351613,0
0.33931609911640076,0
0.37211695620161683,0
0.37485828026959017,0
0.3793900147598444,0
0.45661110081878,0
0.349223608141617,0
0.3934934041129023,0
0.33090250799975396,0
0.51665280023587,1
0.3487659691217059,0
0.41560106945734776,0
0.3769796438960527,0
0.4411686953004717,0
0.3389083299967778,0
0.48051648842440936,0
0.33827753409287975,0
0.36146325964155557,0
0.3534156671409613,0
0.36502967925283775,0
0.39035413568268307,0
0.41673256622020477,0
0.34679953396172725,0
0.35160204203775713,0
0.42788655100951334,0
0.40183660426333767,0
0.4764682922576601,0
0.37609634412939175,0
0.3991918151198258,0
0.641145786456392,1
0.3862883173013373,0
0.3732734593561618,0
0.3634846739152118,0
0.3982892415371745,0
0.44110403553144956,0
0.5011974949742584,0
0.3941429803353546,0
0.3623230265667803,0
0.3547863416745048,0
0.35249210459930236,0
0.44485680282282375,0
0.35257528160606727,0
0.3974515864272364,0
0.3770389173473414,0
0.5499909671996701,1
0.3409225811566517,0
0.34000180598756946,0
0.38494038900467215,0
0.38228168593421374,0
0.349955230740727,0
0.35045436978401195,0
0.4498244772067168,0
0.44056183874928667,0
0.3660580107317372,0
0.3539541917377573,0
0.36544596933024415,0
0.37876865926965186,0
0.36977932812641034,0
0.39324643337400605,0
0.40371904086209776,0
0.48341647537287186,0
0.4865239361219703,0
0.44261886188156624,0
0.3654539356415318,0
0.34953363332242293,0
0.4253890378068276,0
0.3432573426260562,0
0.3417648982094445,0
0.43833029547407404,0
0.37583630403243196,0
0.4181848535625347,0
0.3515467745773001,0
0.37038495711259284,0
0.3507874332488308,0
0.42554824384508755,0
0.3935524997869505,0
0.3504397639572353,0
0.35807000868511835,0
0.37238039761657227,0
0.41465175946659827,0
0.3325939013020999,0
0.4095030752343983,0
0.35591906177910304,0
0.5314292782817645,1
0.4379588671591773,0
0.40193107410564444,0
0.4276201917288349,0
0.3716366040847423,0
0.37792611670190995,0
0.44098450760799174,0
0.3339630690653094,0
0.3507575624032836,0
0.42269500209659616,0
0.3592040390085823,0
0.3488183684784011,0
0.353874185355101,0
0.3574225074008872,0
0.33339394310710924,0
0.39669916221200163,0
0.41024543728347956,0
0.3528856001651897,0
0.4214080960817737,0
0.3909751369359089,0
0.33915455028562086,0
0.34073754200192197,0
0.3489803531536055,0
0.40546589276928363,0
0.3502926928900343,0
0.3777082723638529,0
0.364932581980501,0
0.3513722442871889,0
0.39340062009867105,0
0.3471258391990573,0
0.49729130588534876,0
0.3906469607605914,0
0.3621601929291005,0
0.3299203588968492,0
0.3771533513958798,0
0.4081452558561321,0
0.3858941009918345,0
0.42713360946426165,0
0.34397290626157045,0
0.4007532793784459,0
0.3680991543624112,0
0.34097274719157195,0
0.4220301167753371,0
0.3434162708432818,0
0.3404560453390307,0
0.3775605141704828,0
0.37105696440332336,0
0.41775815040919845,0
0.3450496092487183,0
0.33612213114666095,0
0.33347857081466076,0
0.34678344413757783,0
0.40825033622607626,0
0.35521596965455704,0
0.35792069649774705,0
0.37666007263001644,0
0.35390062989607934,0
0.3636316289963572,0
0.451473711941046,0
0.34874556900851034,0
0.4704024263952256,0
0.43766867609006327,0
0.348428145743044,0
0.46232570793641203,0
0.411040322244278,0
0.44656984638475283,0
0.3556929971515883,0
0.37439839152758386,0
0.3864228493037467,0
0.3386582626932177,0
0.41684922280233333,0
0.3459004418179058,0
0.33696138248562474,0
0.4209895911632877,0
0.3648202723372317,0
0.4199380633902185,0
0.37376269030073556,0
0.42531675640131245,0
0.33898308749791406,0
0.4378672509804688,0
0.5016936869024999,0
0.5913950268352239,1
0.45900024991658644,0
0.3894026625267818,0
0.4394205758640714,0
0.33575505214852264,0
0.3483338553462636,0
0.365457444245279,0
0.45707596467979966,0
0.40064263744190615,0
0.39887151321405945,0
0.338649700946447,0
0.46636786987092493,0
0.458768166940504,0
0.41114961137663253,0
0.39566227879103016,0
0.3344698047742519,0
0.416800702197449,0
0.36696331468015286,0
0.425553213495285,0
0.4011759017307725,0
0.4516844055977634,0
0.42898963412007823,0
0.356225600430914,0
0.40855434594275675,0
0.37135812139470187,0
0.38549909640919855,0
0.4172276439761343,0
0.42613669720241376,0
0.3734164654586475,0
0.40141674120897475,0
0.43814764063867395,0
0.3921246898345147,0
0.3985846095113021,0
0.36107967881519815,0
0.3519204144393559,0
0.36966684507802094,0
0.34788197773706636,0
0.5314982440550741,1
0.42787407194321925,0
0.4028022353491034,0
0.3415122358953504,0
0.34995399875295746,0
0.3865849646891898,0
0.3444377742602529,0
0.423496231144605,0
0.3595452143673339,0
0.3724436835431683,0
0.378841075186905,0
0.3461035681619129,0
0.34879625677819687,0
0.34800929007174786,0
0.4124806244469805,0
0.3631646732196461,0
0.3315300821699242,0
0.3339878813224798,0
0.4295358798769814,0
0.3572446055142419,0
0.386178900562234,0
0.346658601223591,0
0.3756463355249848,0
0.3502444094939683,0
0.3322687858310015,0
0.43625998996394605,0
0.3679790925679239,0
0.3598705781867459,0
0.4409905271053421,0
0.3978440211708966,0
